contig_name	prediction	prediction_score	full_path						
ICTVTaxoChallenge_740966	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_872710	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_468946	Suoliviridae_like	0.12640561	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Suoliviridae_like	
ICTVTaxoChallenge_426461	Bclasvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bclasvirinae		
ICTVTaxoChallenge_464672	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_347517	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_375898	Papillomaviridae_like	0.7879449	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae_like	
ICTVTaxoChallenge_361141	Wizardvirus_like	0.28327075	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Wizardvirus_like		
ICTVTaxoChallenge_261242	Arteriviridae_like	0.06222575	r;Riboviria	k;Orthornavirae	p;Pisuviricota	c;Pisoniviricetes	o;Nidovirales	so;Arnidovirineae	f;Arteriviridae_like
ICTVTaxoChallenge_205003	Vilmaviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Vilmaviridae		
ICTVTaxoChallenge_769948	Inseviridae_like	0.18003438	r;Riboviria	k;Orthornavirae	p;Duplornaviricota	c;Chrymotiviricetes	o;Ghabrivirales	so;Betatotivirineae	f;Inseviridae_like
ICTVTaxoChallenge_443345	Anelloviridae	1	f;Anelloviridae						
ICTVTaxoChallenge_386378	Fiersviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Fiersviridae	
ICTVTaxoChallenge_158272	Botourmiaviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Miaviricetes	o;Ourlivirales	f;Botourmiaviridae	
ICTVTaxoChallenge_977530	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_604661	Herelleviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_138674	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_627017	Steigviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Steigviridae	
ICTVTaxoChallenge_978113	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_276635	Paramyxoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Paramyxoviridae
ICTVTaxoChallenge_203475	Orthoherpesviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Peploviricota	c;Herviviricetes	o;Herpesvirales	f;Orthoherpesviridae	
ICTVTaxoChallenge_322222	Joanripponvirinae	0.8809363	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Joanripponvirinae		
ICTVTaxoChallenge_816486	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_488073	Pseudoviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Pseudoviridae	
ICTVTaxoChallenge_959596	Skurskavirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Skurskavirinae		
ICTVTaxoChallenge_119336	Backyardiganvirus	0.23575352	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Backyardiganvirus		
ICTVTaxoChallenge_554591	Autographiviridae_like	0.32724828	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae_like		
ICTVTaxoChallenge_987748	Fiersviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Fiersviridae	
ICTVTaxoChallenge_315563	Zierdtviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Zierdtviridae		
ICTVTaxoChallenge_933193	Suoliviridae	0.5532229	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Suoliviridae	
ICTVTaxoChallenge_869316	Mymonaviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Mymonaviridae
ICTVTaxoChallenge_697067	Betaflexiviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Tymovirales	f;Betaflexiviridae	
ICTVTaxoChallenge_200351	Betaflexiviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Tymovirales	f;Betaflexiviridae	
ICTVTaxoChallenge_133800	Gracegardnervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_197246	Pbunavirus_like	0.087652355	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Pbunavirus_like		
ICTVTaxoChallenge_311168	Fiersviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Fiersviridae	
ICTVTaxoChallenge_383267	Rudiviridae	1	r;Adnaviria	k;Zilligvirae	p;Taleaviricota	c;Tokiviricetes	o;Ligamenvirales	f;Rudiviridae	
ICTVTaxoChallenge_651052	Peduoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Peduoviridae		
ICTVTaxoChallenge_489497	Mimiviridae	0.3098581	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Imitervirales	f;Mimiviridae	
ICTVTaxoChallenge_697738	Genomoviridae_like	0.28437537	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae_like	
ICTVTaxoChallenge_401959	Stanwilliamsviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Stanwilliamsviridae		
ICTVTaxoChallenge_15128	Gracegardnervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_854463	Steigviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Steigviridae	
ICTVTaxoChallenge_87122	Lispiviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Lispiviridae
ICTVTaxoChallenge_457990	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_49078	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_165308	Redondoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Arfiviricetes	o;Recrevirales	f;Redondoviridae	
ICTVTaxoChallenge_125179	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_849855	Orthoherpesviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Peploviricota	c;Herviviricetes	o;Herpesvirales	f;Orthoherpesviridae	
ICTVTaxoChallenge_758561	Rhabdoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Rhabdoviridae
ICTVTaxoChallenge_248674	Iridoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Pimascovirales	f;Iridoviridae	
ICTVTaxoChallenge_704144	Fernvirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Fernvirus		
ICTVTaxoChallenge_638859	Eucampyvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Eucampyvirinae		
ICTVTaxoChallenge_676457	Guernseyvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Guernseyvirinae		
ICTVTaxoChallenge_404458	Herelleviridae	0.75186455	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_563849	Nclasvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Nclasvirinae		
ICTVTaxoChallenge_630951	Skurskavirinae	0.6490451	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Skurskavirinae		
ICTVTaxoChallenge_619282	Parvoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Quintoviricetes	o;Piccovirales	f;Parvoviridae	
ICTVTaxoChallenge_179450	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_249095	Vequintavirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Vequintavirinae		
ICTVTaxoChallenge_553760	Orthoherpesviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Peploviricota	c;Herviviricetes	o;Herpesvirales	f;Orthoherpesviridae	
ICTVTaxoChallenge_764962	Polyomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Sepolyvirales	f;Polyomaviridae	
ICTVTaxoChallenge_184368	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_547847	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_749363	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_927905	Herelleviridae_like	0.70121646	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae_like		
ICTVTaxoChallenge_202759	Bromoviridae_like	0.2722867	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Martellivirales	f;Bromoviridae_like	
ICTVTaxoChallenge_739846	Baculoviridae	1	c;Naldaviricetes	o;Lefavirales	f;Baculoviridae				
ICTVTaxoChallenge_762081	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_684612	Herelleviridae	0.77480024	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_537734	Caulimoviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Caulimoviridae	
ICTVTaxoChallenge_603769	Aliceevansviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Aliceevansviridae		
ICTVTaxoChallenge_664239	Baculoviridae	1	c;Naldaviricetes	o;Lefavirales	f;Baculoviridae				
ICTVTaxoChallenge_315174	Guernseyvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Guernseyvirinae		
ICTVTaxoChallenge_74861	Solspiviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Solspiviridae	
ICTVTaxoChallenge_300888	Zobellviridae_like	0.18493707	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Zobellviridae_like		
ICTVTaxoChallenge_617751	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_152236	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_357696	Atkinsviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Atkinsviridae	
ICTVTaxoChallenge_420522	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_971218	Gracegardnervirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Gracegardnervirinae		
ICTVTaxoChallenge_248720	Rhabdoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Rhabdoviridae
ICTVTaxoChallenge_908174	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_672740	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_571517	Vequintavirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Vequintavirinae		
ICTVTaxoChallenge_958367	Inoviridae	1	r;Monodnaviria	k;Loebvirae	p;Hofneiviricota	c;Faserviricetes	o;Tubulavirales	f;Inoviridae	
ICTVTaxoChallenge_22823	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_47292	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_115298	Filoviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Filoviridae
ICTVTaxoChallenge_942002	Hepadnaviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Blubervirales	f;Hepadnaviridae	
ICTVTaxoChallenge_398532	Aliceevansviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Aliceevansviridae		
ICTVTaxoChallenge_510137	Papillomaviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cossaviricota	c;Papovaviricetes	o;Zurhausenvirales	f;Papillomaviridae	
ICTVTaxoChallenge_524992	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_2128	Orthoherpesviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Peploviricota	c;Herviviricetes	o;Herpesvirales	f;Orthoherpesviridae	
ICTVTaxoChallenge_686252	Zierdtviridae_like	0.43504927	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Zierdtviridae_like		
ICTVTaxoChallenge_115882	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_417575	Iridoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Pimascovirales	f;Iridoviridae	
ICTVTaxoChallenge_752568	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_849171	Demerecviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Demerecviridae		
ICTVTaxoChallenge_304403	Closteroviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Martellivirales	f;Closteroviridae	
ICTVTaxoChallenge_799527	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_3802	Korravirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Korravirus		
ICTVTaxoChallenge_863126	Mimiviridae_like	0.42926517	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Imitervirales	f;Mimiviridae_like	
ICTVTaxoChallenge_624200	Togaviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Martellivirales	f;Togaviridae	
ICTVTaxoChallenge_589904	Mimiviridae_like	0.100150876	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Imitervirales	f;Mimiviridae_like	
ICTVTaxoChallenge_330206	Iridoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Pimascovirales	f;Iridoviridae	
ICTVTaxoChallenge_698242	Obolenskvirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Obolenskvirus		
ICTVTaxoChallenge_56472	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_431398	Inoviridae_like	0.47990683	r;Monodnaviria	k;Loebvirae	p;Hofneiviricota	c;Faserviricetes	o;Tubulavirales	f;Inoviridae_like	
ICTVTaxoChallenge_170176	Mimiviridae	0.39642608	r;Varidnaviria	k;Bamfordvirae	p;Nucleocytoviricota	c;Megaviricetes	o;Imitervirales	f;Mimiviridae	
ICTVTaxoChallenge_897886	Caulimoviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Caulimoviridae	
ICTVTaxoChallenge_677296	Mccleskeyvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Mccleskeyvirinae		
ICTVTaxoChallenge_82341	Caulimoviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Caulimoviridae	
ICTVTaxoChallenge_965707	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_272079	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_544105	Autographiviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae		
ICTVTaxoChallenge_33117	Herelleviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_892931	Fiersviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Norzivirales	f;Fiersviridae	
ICTVTaxoChallenge_108610	Closteroviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Martellivirales	f;Closteroviridae	
ICTVTaxoChallenge_24763	Baculoviridae	1	c;Naldaviricetes	o;Lefavirales	f;Baculoviridae				
ICTVTaxoChallenge_632913	Sepvirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Sepvirinae		
ICTVTaxoChallenge_162746	Microviridae_like	0.15581255	r;Monodnaviria	k;Sangervirae	p;Phixviricota	c;Malgrandaviricetes	o;Petitvirales	f;Microviridae_like	
ICTVTaxoChallenge_909676	Microviridae	1	r;Monodnaviria	k;Sangervirae	p;Phixviricota	c;Malgrandaviricetes	o;Petitvirales	f;Microviridae	
ICTVTaxoChallenge_565535	Drexlerviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Drexlerviridae		
ICTVTaxoChallenge_46298	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_327058	Herelleviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_260308	Inseviridae_like	0.18003438	r;Riboviria	k;Orthornavirae	p;Duplornaviricota	c;Chrymotiviricetes	o;Ghabrivirales	so;Betatotivirineae	f;Inseviridae_like
ICTVTaxoChallenge_833199	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_654412	Jondennisvirinae	0.5672984	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Jondennisvirinae		
ICTVTaxoChallenge_645017	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_682389	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_757575	Vividuovirus	0.59902406	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Vividuovirus		
ICTVTaxoChallenge_821473	Skunavirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Skunavirus		
ICTVTaxoChallenge_427078	Demerecviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Demerecviridae		
ICTVTaxoChallenge_95669	Betaflexiviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Tymovirales	f;Betaflexiviridae	
ICTVTaxoChallenge_217134	Casadabanvirus	0.45626456	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Casadabanvirus		
ICTVTaxoChallenge_225239	Geminiviridae_like	0.18521538	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae_like	
ICTVTaxoChallenge_840322	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_116949	Chaseviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Chaseviridae		
ICTVTaxoChallenge_23346	Marthavirus	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	g;Marthavirus		
ICTVTaxoChallenge_22636	Genomoviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Genomoviridae	
ICTVTaxoChallenge_552662	Steigviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	o;Crassvirales	f;Steigviridae	
ICTVTaxoChallenge_174405	Betaflexiviridae	1	r;Riboviria	k;Orthornavirae	p;Kitrinoviricota	c;Alsuviricetes	o;Tymovirales	f;Betaflexiviridae	
ICTVTaxoChallenge_390044	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_305147	Tybeckvirinae	0.8941355	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Tybeckvirinae		
ICTVTaxoChallenge_672887	Mymonaviridae	1	r;Riboviria	k;Orthornavirae	p;Negarnaviricota	sp;Haploviricotina	c;Monjiviricetes	o;Mononegavirales	f;Mymonaviridae
ICTVTaxoChallenge_811151	Straboviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Straboviridae		
ICTVTaxoChallenge_157628	Chimalliviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Chimalliviridae		
ICTVTaxoChallenge_388376	Schitoviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Schitoviridae		
ICTVTaxoChallenge_149612	Adenoviridae	1	r;Varidnaviria	k;Bamfordvirae	p;Preplasmiviricota	c;Tectiliviricetes	o;Rowavirales	f;Adenoviridae	
ICTVTaxoChallenge_982270	Demerecviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Demerecviridae		
ICTVTaxoChallenge_75671	Geminiviridae	1	r;Monodnaviria	k;Shotokuvirae	p;Cressdnaviricota	c;Repensiviricetes	o;Geplafuvirales	f;Geminiviridae	
ICTVTaxoChallenge_907411	Zobellviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Zobellviridae		
ICTVTaxoChallenge_361514	Bclasvirinae	0.9487907	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Bclasvirinae		
ICTVTaxoChallenge_405442	Autographiviridae_like	0.15219568	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Autographiviridae_like		
ICTVTaxoChallenge_841657	Steitzviridae	1	r;Riboviria	k;Orthornavirae	p;Lenarviricota	c;Leviviricetes	o;Timlovirales	f;Steitzviridae	
ICTVTaxoChallenge_624965	Ounavirinae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Ounavirinae		
ICTVTaxoChallenge_727026	Inoviridae	1	r;Monodnaviria	k;Loebvirae	p;Hofneiviricota	c;Faserviricetes	o;Tubulavirales	f;Inoviridae	
ICTVTaxoChallenge_537358	Chimalliviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Chimalliviridae		
ICTVTaxoChallenge_263439	Herelleviridae	1	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	f;Herelleviridae		
ICTVTaxoChallenge_688569	Nymbaxtervirinae	0.5745366	r;Duplodnaviria	k;Heunggongvirae	p;Uroviricota	c;Caudoviricetes	sf;Nymbaxtervirinae		
ICTVTaxoChallenge_53741	Retroviridae	1	r;Riboviria	k;Pararnavirae	p;Artverviricota	c;Revtraviricetes	o;Ortervirales	f;Retroviridae	
